2026년 연간 지역축제 개최 계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연번,광역자치단체명,기초자치단체명,축제명,축제 유형,개최 장소,,,,,개최기간,,,,,,,,개최 주기,"최초
개최연도",예산(백만원),,,,"국비지원
부처명",방문객수(前년),,,,,축제 주최 전담조직,,,담당자,,,,,비고
,,,,,장소명,축제 유형,,,,시작일,,,종료일,,,"총
일수",비고,,,합계,국비,지방비,"기타
(민간 등)",,전체,내국인(명),외국인(명),계측 방법,비고,전담조직명,조직형태,설립근거,소속,부서명,직급/직책,성명,연락처,비고
,,,,,장소명,축제 유형,시도,시군구,읍면동,년,월,일,년,월,일,,,,,,,,,,,,,,,,,,,,,,,
634,11. 충북,단양군,제42회 단양 소백산철쭉제,02. 자연생태,단양읍 상상의거리 및 소백산 일원(일부 변경가능),05. 기타,11. 충북,단양군,단양읍,2026,5,,2026,5,,3,미정,01. 매년,1983,650,0,650,0,해당없음,"237,688","237,688",0,02. 추정,통신 데이터,단양문화원,02. 재단(관광/문화/예술),단양문화원 진흥에 관한 조례,단양군청,문화예술과,행정7급,유희나,043-420-2522,
635,11. 충북,단양군,제28회 단양 온달문화축제,04. 전통역사,영춘면 온달관광지 일원,02. 녹지형,11. 충북,단양군,영춘면,2026,10,,2026,10,,3,미정,01. 매년,1996,650,0,650,0,해당없음,"39,433","39,433",0,02. 추정,통신 데이터,단양문화원,02. 재단(관광/문화/예술),단양문화원 진흥에 관한 조례,단양군청,문화예술과,행정7급,유희나,043-420-2552,
636,12. 충남,천안시,제11회 천안위례벚꽃축제,02. 자연생태,"천안시 동남구 북면 용암리, 병천천(은석초 주변) 일원",03. 수변형,12. 충남,천안시,북면,2026,4,4,2026,4,5,2,,01. 매년,2013,99,0,90,9,해당없음,"20,000","20,000",모름,01. 계측,유인,천안북면위례벚꽃축제추진위원회,04. 지자체 위원회,-,천안시,북면,주무관,김예림,041-521-4725,
637,12. 충남,천안시,2026년 어린이날기념 천안어린이행복주간행사,01. 문화예술,천안시민체육공원 등 천안시 일원,05. 기타,12. 충남,천안시,불당동,2026,5,1,2026,5,5,5,,01. 매년,2024,200,0,200,0,해당없음,"30,000","30,000",모름,01. 계측,유인,아동보육과,01. 정부/지자체,천안시 행정기구 및 정원 조례,천안시,아동보육과,주무관,윤송이,041-521-3687,
638,12. 충남,천안시,제3회 수신멜론축제,05. 지역특산물,천안 상록리조트 야외주차장,04. 독립형,12. 충남,천안시,수신면,2026,6,6,2026,6,7,2,,01. 매년,2024,57,0,40,17,해당없음,"8,000","8,000",모름,99. 무응답,기타,수신멜론축제추진위원회,04. 지자체 위원회,-,천안시,수신면,주무관,우정식,041-521-4764,
639,12. 충남,천안시,2026 천안 K-컬처박람회,01. 문화예술,독립기념관,04. 독립형,12. 충남,천안시,목천읍,2026,9,2,2026,9,6,5,,01. 매년,2023,"3,976",0,"3,976",0,해당없음,"356,448","341,448","15,000",01. 계측,무인,K컬처박람회추진과,01. 정부/지자체,천안시 행정기구 및 정원 조례,천안시,K컬처박람회추진과,주무관,정세빈,041-521-3411,
640,12. 충남,천안시,2026 천안호두축제,05. 지역특산물,광덕쉼터,04. 독립형,12. 충남,천안시,광덕면,2026,10,,2026,10,,,미정,01. 매년,2008,90,0,72,18,해당없음,"4,000","4,000",모름,99. 무응답,기타,천안호두축제위원회,04. 지자체 위원회,-,천안시,광덕면,주무관,박민정,041-521-4706,
641,12. 충남,천안시,병천순대축제,05. 지역특산물,병천순대거리 일원,01. 마을형,12. 충남,천안시,병천면,2026,10,,2026,10,,2,미정,01. 매년,2025,45,0,30,15,해당없음,"2,000","2,000",모름,02. 추정,통신 데이터,병천순대축제추진위원회,04. 지자체 위원회,-,천안시,병천면,주무관,유진규,041-521-4785,
642,12. 충남,천안시,천안흥타령춤축제 2026,01. 문화예술,천안종합운동장 및 천안시 일원,03. 수변형,12. 충남,천안시,불당동,2026,10,1,2026,10,5,5,,01. 매년,2003,"3,500",0,"3,500",0,해당없음,"890,000","890,000",모름,02. 추정,통신 데이터,천안문화재단,02. 재단(관광/문화/예술),천안 문화재단 설립 및 운영에 관한 조례,천안시,관광과,주무관,이윤서,041-521-5173,
643,12. 충남,천안시,제6회 「2026 빵빵데이 천안」 축제,05. 지역특산물,천안종합운동장 오륜문광장 일원,03. 수변형,12. 충남,천안시,백석동,2026,10,17,2026,10,18,2,,01. 매년,2021,450,0,450,0,해당없음,"291,040","291,040",모름,01. 계측,무인,천안시 식품안전과,01. 정부/지자체,천안시 행정기구 및 정원 조례,천안시,식품안전과,주무관,구현주,041-521-5443,
644,12. 충남,천안시,2026 천안시 K-DOG FESTIVAL,01. 문화예술,천안시민체육공원,01. 마을형,12. 충남,천안시,불당동,2026,10,31,2026,11,1,2,,01. 매년,2023,260,260,미확정,미확정,교육부,"6,912","6,912",모름,02. 추정,통신 데이터,연암대학교 RISE 센터,06. 민간 사업체,지역혁신중심 대학지원체계 운영규정,천안시,축산과,주무관,정예랑,041-521-5734,
645,12. 충남,천안시,제27회 입장거봉포도축제,05. 지역특산물,입장면 일원(세부장소 미정),05. 기타,12. 충남,천안시,입장면,2026,,,2026,,,,미정,01. 매년,1993,100,0,50,50,해당없음,"5,000","5,000",모름,99. 무응답,,입장거봉포도축제추진위원회,04. 지자체 위원회,-,천안시,입장면,주무관,맹국열,041-521-6845,
646,12. 충남,공주시,제9회 겨울공주 군밤축제 ,05. 지역특산물,"금강신관공원 일원, 미르섬",01. 마을형,12. 충남,공주시,신관동,2026,2,4,2026,2,8,5,,01. 매년,2018,690,0,690,0,해당없음,"241,064","241,064",모름,99. 무응답,기타,겨울공주군밤축제조직위원회,04. 지자체 위원회,공주시 축제 운영 조례,공주시청,관광과,주무관,이서연,041-840-8406,
647,12. 충남,공주시,계룡산 벚꽃축제,02. 자연생태,반포면 일원,05. 기타,12. 충남,공주시,반포면,2026,3,27,2026,4,5,10,,01. 매년,1993,53,0,53,0,해당없음,미집계,미집계,미집계,03. 미집계,,계룡산축제추진위원회,04. 지자체 위원회,공주시 축제 운영 조례,공주시청,관광과,주무관,김선우,041-840-8409,
648,12. 충남,공주시,계룡산 산신제,04. 전통역사,계룡면 일원,05. 기타,12. 충남,공주시,계룡면,2026,4,10,2026,4,12,3,,01. 매년,1998,100,0,100,0,해당없음,미집계,미집계,미집계,03. 미집계,,계룡산전통산신제보존회 ,05. 민간 협/단체,공주시 축제 운영 조례,공주시청,관광과,주무관,김민지,041-840-8403,
649,12. 충남,공주시,갑사 황매화축제 ,02. 자연생태,계룡면 갑사 상가지구 일원 ,05. 기타,12. 충남,공주시,계룡면,2026,4,17,2026,4,19,3,,01. 매년,2019,18,0,18,0,해당없음,미집계,미집계,미집계,03. 미집계,,갑사 상인지구번영회 ,05. 민간 협/단체,공주시 축제 운영 조례,공주시청,관광과,주무관,김선우,041-840-8409,
650,12. 충남,공주시,마곡사 신록축제 ,01. 문화예술,사곡면 일원,05. 기타,12. 충남,공주시,사곡면,2026,5,2,2026,5,5,4,,01. 매년,2004,18,0,18,0,해당없음,미집계,미집계,미집계,03. 미집계,,마곡사신록축제추진위원회 ,04. 지자체 위원회,공주시 축제 운영 조례,공주시청,관광과,주무관,이소이,041-840-8405,
651,12. 충남,공주시,제18회 공주 석장리 구석기 축제 ,04. 전통역사,"석장리 구석기 박물관, 상왕동 일원 ",01. 마을형,12. 충남,공주시,석장리동,2026,5,2,2026,5,5,4,,01. 매년,2008,"1,030",0,"1,030",0,해당없음,"61,078","61,078",모름,99. 무응답,기타,공주석장리구석기축제조직위원회,04. 지자체 위원회,공주시 축제 운영 조례,공주시청,관광과,주무관,김현오,041-840-8404,
652,12. 충남,공주시,제5회 공주 유구색동수국정원 꽃축제 ,02. 자연생태,유구읍 일원,05. 기타,12. 충남,공주시,유구읍,2026,6,19,2026,6,21,3,,01. 매년,2022,480,0,480,0,해당없음,"79,762","79,762",모름,99. 무응답,기타,공주시 관광과,01. 정부/지자체,공주시 축제 운영 조례,공주시청,관광과,주무관,윤예근,041-840-8407,
653,12. 충남,공주시,제2회 공주야밤 맥주축제,03. 주민화합,금강신관공원,02. 녹지형,12. 충남,공주시,신관동,2026,8,15,2026,8,17,3,,01. 매년,2025,350,0,350,0,해당없음,"27,164","27,164",모름,99. 무응답,기타,공주시 관광과,01. 정부/지자체,공주시 축제 운영 조례,공주시청,관광과,주무관,이소이,041-840-8405,
654,12. 충남,공주시,구룡사 구절산 구절초 축제 ,02. 자연생태,신풍면 구절사 일원,04. 독립형,12. 충남,공주시,신풍면,2026,10,10,2026,10,25,16,,01. 매년,2019,50,0,50,0,해당없음,미집계,미집계,미집계,03. 미집계,,구룡사구절초축제추진위원회 ,04. 지자체 위원회,공주시 축제 운영 조례,공주시청,관광과,주무관,이소이,041-840-8405,
655,12. 충남,공주시,제72회 백제문화제 ,04. 전통역사,공주시 일원,05. 기타,12. 충남,공주시,신관동 등,2026,10,3,2026,10,11,9,,01. 매년,1955,"4,070",0,"4,070",0,해당없음,"984,515","984,515",모름,99. 무응답,기타,공주시백제문화선양위원회,04. 지자체 위원회,공주시 축제 운영 조례,공주시청,관광과,주무관,김민지,041-840-8403,
656,12. 충남,보령시,무창포 주꾸미 도다리 축제,05. 지역특산물,무창포해수욕장 일원,03. 수변형,12. 충남,보령시,웅천읍,2026,3,20,2026,4,12,24,,01. 매년,2000,42,0,20,22,해당없음,"100,000","100,000",0,99. 무응답,기타,무창포어촌계,05. 민간 협/단체,수산업협동조합법,보령시청,수산과,주무관,이재언,041-930-6761,
657,12. 충남,보령시,보령AMC모터페스티벌,01. 문화예술,머드엑스포광장,02. 녹지형,12. 충남,보령시,대천5동,2026,5,,2026,5,,3,미정,01. 매년,2022,750,450,300,0,교육부,"202,456","202,456",0,01. 계측,무인,"아주자동차대학교, 보령축제관광재단",02. 재단(관광/문화/예술),보령축제관광재단 설립 및 지원 조례,보령시청,관광과,주무관,이승연,041-930-6562,
658,12. 충남,보령시,오천항키조개축제,05. 지역특산물,오천항일원,03. 수변형,12. 충남,보령시,오천면,2026,5,,2026,5,,2,미정,01. 매년,2018,43,0,20,23,해당없음,"4,000","4,000",0,99. 무응답,기타,오천항키조개축제추진위원회,04. 지자체 위원회,민법,보령시청,수산과,주무관,이재언,041-930-6761,
659,12. 충남,보령시,제29회 보령머드축제,01. 문화예술,대천해수욕장일원,03. 수변형,12. 충남,보령시,대천5동,2026,7,24,2026,8,9,17,,01. 매년,1998,"3,500",0,"3,500",0,해당없음,"1,690,359","1,555,131","135,228",01. 계측,무인,보령축제관광재단,02. 재단(관광/문화/예술),보령축제관광재단 설립 및 지원 조례,보령시청,관광과,주무관,이승연,041-930-6562,
660,12. 충남,보령시,용두솔밭어울림 축제,03. 주민화합,남포면 월전리 일원,05. 기타,12. 충남,보령시,남포면,2026,8,1,2026,8,9,9,,01. 매년,2018,9,0,9,0,해당없음,600,600,0,01. 계측,유인,"남포면, 용두마을회",01. 정부/지자체,,보령시청,남포면,주무관,최정은,041-930-3742,
661,12. 충남,보령시,"원산도 전국 해변가요제 및 원산도, 효자도 붕장어 축제",05. 지역특산물,선촌항 일원,03. 수변형,12. 충남,보령시,오천면,2026,9,,2026,9,,2,미정,01. 매년,2019,40,0,40,0,해당없음,500,500,0,02. 추정,식권판매,(사)원산도관광발전협의회,05. 민간 협/단체,민법 및 관광진흥조례,보령시청,원산출장소,주무관,이문영,041-930-6856,
662,12. 충남,보령시,무창포대하전어축제,05. 지역특산물,"무창포항, 무창포해수욕장 일원",03. 수변형,12. 충남,보령시,웅천읍,2026,9,,2026,9,,,미정,01. 매년,1999,15,0,15,0,해당없음,"230,523","230,523",0,01. 계측,무인,무창포어촌계,05. 민간 협/단체,수산업협동조합법,보령시청,관광과,주무관,김영은,041-930-6561,
663,12. 충남,보령시,보령예술제,01. 문화예술,보령시 일원,05. 기타,12. 충남,보령시,-,2026,9,,2026,10,,3,미정,01. 매년,1997,150,0,150,0,해당없음,"6,500","6,000",500,99. 무응답,기타,(사)한국예총 보령지회,05. 민간 협/단체,,보령시청,문화교육과,주무관,서미경,041-930-3428,
664,12. 충남,보령시,2026년 보령 국가유산야행,04. 전통역사,보령경찰서망루 일원,05. 기타,12. 충남,보령시,대천동,2026,10,9,2026,10,11,3,,01. 매년,2023,250,100,150,0,국가유산청,"13,030","13,030",0,01. 계측,무인,보령축제관광재단,02. 재단(관광/문화/예술),보령축제관광재단 설립 및 지원 조례,보령시청,관광과,주무관,김태익,041-930-6582,
665,12. 충남,보령시,무창포 신비의 바닷길 축제,02. 자연생태,무창포해수욕장 일원,03. 수변형,12. 충남,보령시,웅천읍,2026,10,23,2026,10,25,3,,01. 매년,2000,350,0,350,0,해당없음,"54,091","54,091",0,01. 계측,무인,(재)보령축제관광재단,02. 재단(관광/문화/예술),보령축제관광재단 설립 및 지원 조례,보령시청,관광과,주무관,김영은,041-930-6561,
666,12. 충남,보령시,2026 숲속야행,02. 자연생태,무궁화수목원 일원,02. 녹지형,12. 충남,보령시,성주면,2026,10,,2026,10,,2,미정,01. 매년,2023,90,0,90,0,해당없음,"3,849","3,849",0,01. 계측,무인,충남 보령시,01. 정부/지자체,보령시 임농가 및 산림문화행사 지원조례,보령시청,공원녹지과,주무관,송도원,041-930-4078,
667,12. 충남,보령시,만세보령문화제,03. 주민화합,보령시 일원,05. 기타,12. 충남,보령시,-,2026,10,,2026,10,,2,미정,02. 격년,1988,650,0,650,0,해당없음,"3,000","3,000",0,99. 무응답,기타,(사)한국예총보령지회,05. 민간 협/단체,,보령시청,문화교육과,주무관,서미경,041-930-3428,
668,12. 충남,보령시,천북굴축제,05. 지역특산물,천북굴단지 일원,03. 수변형,12. 충남,보령시,천북면,2026,11,14,2026,11,15,2,,01. 매년,2000,65,0,30,35,해당없음,"7,000","7,000",0,99. 무응답,기타,천북굴단지상인회,05. 민간 협/단체,민법,보령시청,수산과,주무관,이재언,041-930-6761,
669,12. 충남,보령시,2026 대천겨울바다사랑축체,01. 문화예술,대천해수욕장 일원,03. 수변형,12. 충남,보령시,대천5동,2026,12,,2026,12,,,미정,01. 매년,2017,290,0,290,0,해당없음,"38,000","38,000",0,01. 계측,무인,(재)보령축제관광재단,02. 재단(관광/문화/예술),보령축제관광재단 설립 및 지원 조례,보령시청,관광과,공무직,이소연,041-930-6563,
670,12. 충남,아산시,제65회 아산 성웅 이순신축제,01. 문화예술,"온양온천역, 곡교천, 현충사 일원",03. 수변형,12. 충남,아산시,-,2026,4,28,2026,5,3,6,,01. 매년,1961,무응답,무응답,무응답,무응답,무응답,"410,000","410,000",모름,99. 무응답,,(재)아산문화재단,02. 재단(관광/문화/예술),아산문화재단 설립 및 운영 조례,아산시,문화예술과,주무관,장은영,041-540-2922,
671,12. 충남,아산시,제37회 설화예술제,01. 문화예술,은행나무길 일원,02. 녹지형,12. 충남,아산시,염치읍,2026,9,,2026,9,,3,미정,01. 매년,1990,260,0,260,0,해당없음,"1,000","1,000",모름,01. 계측,유인,(사)한국예술문화단체총연합회 아산지회,05. 민간 협/단체,민법 제32조,아산시청,문화예술과,주무관,김민경,041-540-2355,
672,12. 충남,아산시,은행나무길거리예술제,01. 문화예술,곡교천 일원,03. 수변형,12. 충남,아산시,염치읍,2026,11,,2026,11,,2,미정,01. 매년,2018,70,0,70,0,해당없음,"22,000","22,000",모름,01. 계측,무인,(재)아산문화재단,02. 재단(관광/문화/예술),아산문화재단 설립 및 운영 조례,아산시,문화예술과,주무관,송영오,041-530-6222,
673,12. 충남,아산시,(가칭)대한민국 이스포츠 리그(이터널리턴),01. 문화예술,이순신 체육관 일원,04. 독립형,12. 충남,아산시,풍기동,2026,9,19,2026,9,20,2,,04. 최초,2026,280,0,280,0,해당없음,최초 개최,최초 개최,최초 개최,04. 기타,최초 개최,(재)충남콘텐츠진흥원,03. 기타 공공,아산시 충남콘텐츠진흥원 지원 조례,아산시,문화예술과,주무관,이혜민,041-540-2546,
674,12. 충남,아산시,아산 외암마을야행,04. 전통역사,외암마을 일원,01. 마을형,12. 충남,아산시,송악면,2026,5,30,2026,5,31,2,,01. 매년,2022,340,136,204,0,국가유산청,"107,000","107,000",모름,01. 계측,유인,충청남도 아산시,01. 정부/지자체,,아산시청,문화유산과,주무관,김호일,041-536-8453,
675,12. 충남,아산시,현충사 달빛야행,04. 전통역사,현충사 일원,04. 독립형,12. 충남,아산시,송악면,2026,5,,2026,5,,3,미정,01. 매년,2018,290,0,290,0,해당없음,"67,000","67,000",모름,01. 계측,유인,아산문화재단,02. 재단(관광/문화/예술),아산시 문화재단 설립 및 운영에 관한 조례,아산시청,문화유산과,주무관,김호일,041-536-8453,
